425853700112908289,800900921,夜蘭
672094270072553533,856275185,胡桃
820094760194539561,860836526,nan
820259617824440340,859544004,nan
523425157650579459,801713238,nan
749150857286910012,821153577,nan
680766545034739758,864874597,nan
852860063340822568,828977422,nan
760664312691032165,856275185,nan
815468674290286603,808336793,nan
781061331570130954,808336793,nan
439370171291795456,824278659,nan
1104262732133445642,808336793,nan
707113975648747550,836399589,nan
689813114455326800,802047702,nan
765720517477924894,827090688,nan
425855570843533312,800900921,nan
616439202783166464,801303148,nan
909766579506536509,827873029,nan
637294348316180480,805800702,nan
963348690720919574,847884182,nan
762659271845740545,802095741,nan
